"Feature","MeanRelativeAbundance"
"Muricomes_149720",0.000126719501914653
"Anaerotardibacter",0.000124295176673713
"Fenollaria",0.000122191610168502
"Adlercreutzia_A_404257",0.000121538503125461
"Slackia",0.000118783737312193
"1_Eggerthellaceae(F)",0.00011517282365747
"UBA5905",0.000114004598053683
"1_Coprobacillaceae(F)",0.000110914681048964
"Ezakiella",0.000101415351873481
"Clostridium_A_51961",9.04742636020548e-05
"UBA737",8.90226329018622e-05
"Coprococcus_A_121497",8.595567110883e-05
"1_Christensenellales(O)",7.94341213369813e-05
"2_Anaerovoracaceae(F)",7.60634832445375e-05
"2_Lachnospiraceae(F)",7.58906886494165e-05
"Methanobrevibacter_A",7.54480442177253e-05
"Oribacterium",7.33621996274342e-05
"Hominisplanchenecus_A",6.30976930288184e-05
"1_Aristaeellaceae(F)",6.06386403463202e-05
"Leuconostoc_B",5.91202708735253e-05
"1_Anaerovoracaceae(F)",5.56926795929058e-05
"Actinomyces",5.26353471805978e-05
"Ventrisoma",4.99561864228628e-05
"Oxalobacter",4.96631103471988e-05
"Monoglobus",3.93764068774486e-05
"Limivivens",3.64157327185178e-05
"1_QAKW01(F)",2.67496674839143e-05
"Pseudomonas_E_647464",2.64611826490253e-05
"RUG13077",2.64574012518642e-05
"2_CAG-508(F)",1.98910498226617e-05
"Onthomonas",1.96515775303863e-05
"Nanogingivalis",1.40467389620069e-05
"1_Clostridia_258483(C)",1.34275222864238e-05
"1_Mitochondria(F)",1.34003858948943e-05
"PeH17",1.02845549951104e-05
"1_UBA9973(F)",9.97628968484901e-06
"Corynebacterium",9.88412408277577e-06
"UBA9973",6.7177442675072e-06
"Angelakisella",6.59556482588827e-06
"1_Christensenellaceae(F)",3.3738077806755e-06
"Huintestinicola",3.32542989494967e-06
"UBA644",3.32056024492452e-06
"SFLA01",3.30978969596272e-06
"SFMI01",0
"Desulfovibrio_446353",0
"1_CAG-138(F)",0
